"PathwayID"	"PathwayName"	"GeneList"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d010672_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d000279_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d051485_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d052595_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d006402_T004.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d045698_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d037514_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"Zm00001d004894_T001.1"
"CALVIN-PWY"	"Calvin-Benson-Bassham cycle"	"GRMZM5G815453_P01.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d044666_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d004021_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d011720_T002.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d038058_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d027443_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d048469_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d026056_T004.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d002589_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d022203_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d027936_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d044558_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d052932_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d007502_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d012868_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d046750_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d012394_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d035106_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d036345_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d026188_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d021410_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d033547_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"ZDS"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d019124_T003.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Z-ISO"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d023655_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d030761_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d029822_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d018488_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d053782_T006.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d011210_T001.1"
"CAROTENOID-PWY"	"superpathway of carotenoid biosynthesis"	"Zm00001d015651_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d029027_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d040463_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d008230_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d002358_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d026277_T002.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d036046_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d018411_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"oy1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"GRMZM2G043453_P01"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"l13"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d001850_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d013013_T003.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d026603_T002.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d029074_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d011386_T004.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d011387_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d028083_T003.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d044321_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d030962_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d034338_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d040539_T004.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d008203_T001.1"
"CHLOROPHYLL-SYN"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	"Zm00001d003214_T002.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d017769_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d027380_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d040103_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d018091_T002.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d051563_T002.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d013476_T002.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d006854_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d024950_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d018314_T001.1"
"CITRULLINE-DEG-PWY"	"L-citrulline degradation"	"Zm00001d048433_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d050865_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d024421_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d035546_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d045021_T005.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d027805_T005.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d039450_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d050289_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d009260_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d032160_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d015182_T001.1"
"COA-PWY"	"coenzyme A biosynthesis I"	"Zm00001d018946_T001.1"
"CYANCAT-PWY"	"cyanate degradation"	"Zm00001d032736_T001.1"
"CYANCAT-PWY"	"cyanate degradation"	"cah1"
"CYANCAT-PWY"	"cyanate degradation"	"Zm00001d044096_T002.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045344_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d031136_T003.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d043101_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045340_T004.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045341_T003.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d003717_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d008379_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d004413_T002.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045350_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d040235_T005.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045347_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d045327_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d011735_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d038737_T001.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d027536_T003.1"
"CYSTSYN-PWY"	"L-cysteine biosynthesis I"	"Zm00001d028154_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d027511_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d054044_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d014848_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d031908_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d037859_T002.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d014632_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d045384_T003.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d037959_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d024193_T002.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d025106_T003.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d029170_T004.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d034150_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d047479_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d045538_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d009990_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d022505_T002.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d038235_T001.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d028232_T012.1"
"DETOX1-PWY"	"superoxide radicals degradation"	"Zm00001d036135_T003.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d029085_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d029089_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d026154_T002.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d002704_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d047448_T002.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d051392_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d027511_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d054044_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d014848_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d031908_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d037859_T002.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d014632_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d045384_T003.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d037959_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d024193_T002.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d025106_T003.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d029170_T004.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d034150_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d047479_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d045538_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d009990_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d022505_T002.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d038235_T001.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d028232_T012.1"
"DETOX1-PWY-1"	"reactive oxygen species degradation"	"Zm00001d036135_T003.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d004718_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d036955_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d046848_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d048562_T002.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d052136_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d000163_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024852_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d005927_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024865_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d043503_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d004719_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d018211_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024843_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024851_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024853_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d011208_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d015860_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d042996_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d020686_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024850_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d014572_T003.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d002592_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d039487_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d045479_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d033862_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d026060_T003.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d040697_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d018517_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d010920_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d008175_T001.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d009146_T002.1"
"ETHYL-PWY"	"ethylene biosynthesis I (plants)"	"Zm00001d024754_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d016550_T002.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d045543_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d050775_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d046627_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d025201_T002.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d031453_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d004042_T002.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d016834_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d036898_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d031267_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d010180_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d037491_T001.1"
"FASYN-ELONG-PWY"	"fatty acid elongation -- saturated"	"Zm00001d049351_T002.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d021367_T002.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d032815_T011.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d028260_T005.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d044569_T001.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d033947_T001.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d048050_T004.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d031055_T001.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d051804_T001.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d033747_T001.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d017958_T002.1"
"GLNSYN-PWY"	"L-glutamine biosynthesis I"	"Zm00001d047936_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d020771_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d005925_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d014644_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d034256_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d010482_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d032695_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d009640_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d039089_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d002741_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d032187_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d019330_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d050409_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d014030_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d041243_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d022229_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d034241_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d044042_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d013911_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d021546_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d029307_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d040375_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d012407_T005.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d008619_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d021310_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d024005_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d030216_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d039865_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d033237_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d006221_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d009835_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"me3"
"GLUCONEO-PWY"	"gluconeogenesis I"	"me2"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d051182_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d012764_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d004962_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d039633_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d034292_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d043601_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d036873_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d042392_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d011289_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d037961_T004.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d003090_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d037693_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d010358_T004.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d000316_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d028471_T005.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d029398_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d047893_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d026192_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d008318_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d037152_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d045431_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d030373_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d004765_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d000452_T015.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d005674_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d020309_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d014104_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d028556_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d036086_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d028554_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d005345_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d047843_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d041588_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"PGAM-i"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d037501_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d018021_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d043086_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d023880_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d012518_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d036858_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d039777_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d041697_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d029025_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d038579_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d015376_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d043194_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d032867_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d010672_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d025593_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d015885_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d035156_T003.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d017121_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d025599_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d019945_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d051001_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d006862_T002.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d024575_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d053798_T004.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d016297_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d025607_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d049641_T005.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d021798_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d003429_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d015383_T001.1"
"GLUCONEO-PWY"	"gluconeogenesis I"	"Zm00001d027488_T001.1"
